260.223500833	504.629357971	1.34390352404	163.400116126	
322.780170822	573.113965614	0.226892802759	171.484076474	
467.398509558	595.625171301	-0.977384381117	188.113688723	
549.232548558	518.016411162	-0.471238898038	178.542909145	
246.046065519	509.828057375	-2.68780704807	178.243916681	
440.209003822	575.118108948	0.855211333477	160.244786848	
435.183789235	616.394850835	-1.53588974176	199.521518788	
267.754678756	293.126567586	-2.79252680319	183.263997674	
455.41901856	573.792742968	0.401425727959	163.473164182	
555.183250637	525.133910663	-0.994837673637	187.443272618	
224.881911482	373.228716883	-2.46091424531	181.256442232	
386.906933362	602.504168533	-0.575958653158	182.973221882	
234.017687954	436.063777953	2.02458193231	166.757827025	
261.385027913	293.911376795	-2.26892802759	187.383167303	
244.122418606	487.043767976	-3.07177948351	169.68408059	
228.775700941	339.802459943	-2.07694180987	189.075133265	
248.599920026	475.535062838	2.47836753783	161.264154171	
321.299395476	574.5563238	0.13962634016	173.440025309	
437.664383537	614.010653541	-1.41371669412	197.632840072	
242.411004097	465.252919289	1.83259571459	163.957672385	
440.379228767	591.160645272	-0.383972435439	175.859172652	
367.741678613	587.301795173	0.0698131700798	170.383361766	
438.849889981	581.383992633	0.157079632679	165.994298185	
355.67837766	570.667474994	1.02974425868	157.051247139	
250.913968234	502.626576008	-3.05432619099	170.451740767	
524.908171742	543.037072839	-0.349065850399	175.328755944	
333.428662188	560.506572802	1.69296937443	155.479387761	
564.888403972	518.891685592	-1.2217304764	192.269995692	
239.534500929	349.656218411	2.86233997327	175.206803522	
244.944570954	331.766947116	2.75762021815	178.401955421	
378.161409087	577.380999967	1.79768912955	158.888965015	
263.143718098	293.4299936	-3.07177948351	186.41246851	
335.574131413	586.476428378	-0.174532925199	178.507965505	
528.912363955	550.76701111	-0.820304748437	183.625730156	
289.49099444	534.000022547	1.32645023152	158.771047268	
576.814988364	491.503401104	-1.1344640138	190.725657633	
240.136675063	465.853256452	1.62315620435	166.309361695	
319.76142633	570.38144966	0.296705972839	170.448846011	
245.506137315	468.190890222	2.07694180987	161.835458128	
227.418060419	467.120115611	1.16937059884	178.898941206	
290.251048969	543.004506317	2.77507351067	164.84823574	
268.512231917	510.117351323	2.42600766027	159.405677957	
505.356969958	579.005449621	-1.1344640138	190.742821956	
555.529207124	516.957998643	-0.767944870878	183.276260791	
484.883575079	565.322653631	0.0523598775598	168.297043874	
393.95174239	220.450829222	-1.60570291183	199.640809902	
525.846065434	545.131162077	-0.488692190558	177.468419467	
235.254384134	432.512144267	2.39110107523	165.220070515	
469.736149261	570.1572921	0.244346095279	165.56069245	
200.885438405	411.821542514	-1.60570291183	199.282452329	
260.5046635	496.279668795	1.97222205475	158.989108988	
252.720351076	482.760077981	2.28638132011	160.094104749	
507.422034211	580.406106448	-1.23918376892	193.053392666	
233.331005349	332.620627819	-2.12930168743	188.185303519	
225.963054505	462.092108258	-2.56563400043	179.054751332	
549.280029729	536.836597204	-1.09955742876	189.566130208	
244.444746011	334.783428362	2.87979326579	177.367700344	
590.392246492	466.246783372	-1.37881010908	195.928488221	
507.718846866	586.463232848	-1.4835298642	198.275963899	
253.222630667	507.72659004	-3.03687289847	170.995762369	
260.235268328	498.69110982	2.51327412287	160.394734901	
333.877070713	560.728488369	1.69296937443	155.488743053	
429.777601137	594.129420025	-0.401425727959	176.657183403	
235.023600912	330.024512328	-2.14675497995	187.917004654	
267.045099635	510.713960921	1.44862327916	160.953497126	
479.280690516	564.174048603	0.471238898038	164.534446787	
264.35722359	533.473727356	0.418879020479	176.848097509	
216.282354326	397.653295199	-2.25147473507	185.071738921	
537.118532952	557.616851401	-1.308996939	194.267572869	
