750.928552797	601.868211617	34.0714472026
399.074395998	606.59223068	84.0743959982
680.235624658	524.011238384	59.0112383839
125.459624388	749.0409385	34.0409384998
399.007467073	158.576734132	84.007467073
364.275188943	69.2622372915	54.2622372915
660.882672886	49.0641026179	34.0641026179
208.791342196	49.0457169916	34.0457169916
63.169480254	502.8663063	48.169480254
742.820256397	739.7833918	42.1797436035
50.9965992821	163.428517449	34.0034007179
401.306090115	466.384348353	85.044663622
68.6867612451	262.293735193	53.6867612451
120.0	526.0	59.0
50.9984776667	446.25880562	34.0015223333
398.638593056	278.881471417	106.603524406
642.193654351	274.040114405	59.0401144048
283.477062264	49.0091182339	34.0091182339
57.1544831515	59.188766487	42.1544831515
742.204868534	309.065314036	42.7951314664
54.9545857497	571.295755427	38.4136967594
283.515752412	275.845194001	59.154805999
529.131255514	50.9811231671	34.0188768329
531.456346251	525.982023156	59.0179768438
533.675320382	275.502135879	59.4978641209
749.006882313	368.4543369	34.0068823128
198.487540034	525.99679725	59.0032027497
554.007244816	749.046212624	34.0462126239
745.969797437	230.640540635	39.0302025628
135.594122727	275.899913644	59.1000863559
49.0509413693	116.470062758	34.0509413693
747.013877326	81.1671292442	35.6456482048
271.23972205	524.032040361	59.0320403614
164.0	51.0	34.0
200.946671407	750.999644492	34.0003555082
222.360470932	275.971066902	59.0289330981
352.902851817	736.757265691	48.2427343086
465.584502621	524.403960026	66.9778977983
652.333261019	750.996528908	34.0034710924
51.9927054129	711.581649811	34.3845618177
751.0	404.0	34.0
51.0	630.0	34.0
578.810141792	50.9987984139	34.0012015861
457.033398551	740.053538949	43.7402317194
516.810879871	750.997444789	34.0025552109
401.0	702.0	83.0
750.999628045	135.072161114	34.0003719546
486.773439814	51.9790987951	34.8091241329
50.9934405746	200.475163986	34.0088629488
249.823639222	750.99688872	34.0031112804
50.9933388837	351.600222037	34.0066611163
50.4884168151	399.604729426	34.5115831849
710.870588235	51.6823529412	34.5253945555
690.671834632	749.077519475	34.077519475
427.415907705	77.9641771803	60.8553092511
612.926110048	524.009942573	59.0099425731
165.758569066	750.966472285	34.0335277146
49.0877615738	672.565126823	34.0877615738
107.440111966	49.0055983206	34.0055983206
614.775337617	749.002523978	34.0025239778
743.140627199	565.092262603	40.4947190756
750.98566232	648.927391618	34.0143376797
749.0	441.0	34.0
66.0	743.0	39.8178802947
333.006507466	525.956987641	66.0666220727
745.816653826	481.211102551	39.1833461736
30.9982332155	770.157263668	14.8427363322
750.981738008	173.025684825	34.0182619916
705.218170779	275.992056402	59.1916775786
243.0	49.0	34.0
287.565541173	750.994288046	34.0057119544
616.746296913	49.0018932012	34.0018932012
27.0	28.0	12.0
761.413240683	39.9893198795	23.5867593166
750.951640615	687.837363282	34.0483593846
56.9289616159	315.079336177	40.4487791512
778.000457195	20.9259315703	5.92593157031
