649.087431463	300.01897888	150.912568537
469.206032043	515.7158027	84.2841972999
101.206002068	427.718572906	98.7939979319
689.219755274	690.855824638	109.144175362
425.651141786	264.035233745	64.0352337447
400.364976494	50.7093832034	49.2906167966
649.264049896	590.38610017	149.573338738
344.515794714	749.659427484	49.6594274841
99.2978121752	674.514531383	99.2978121752
337.224675649	515.889791842	84.1102081585
600.266747896	101.829358364	100.266747896
138.849152761	67.2370793259	67.2370793259
175.186938542	514.151706831	87.7336752992
238.161586121	264.253260714	64.2532607136
192.050060257	50.7460642332	49.8913993634
516.610535331	52.7691648882	50.0665723746
726.276436272	75.2783464516	73.7235637276
481.331666144	749.289205763	49.2892057634
329.067406952	50.7498108628	49.2501891372
48.4060721054	46.8862835463	46.8862835463
219.097242583	748.811986621	48.8119866205
252.062637401	51.0879755518	48.9120244482
565.840369883	729.41911757	70.5808824297
162.664871657	265.99769213	74.0959325542
445.176806398	750.823143593	49.1768564072
781.903219461	780.926687371	18.0967805394
101.357091761	217.867450666	100.248038081
52.1943529152	746.213199679	52.1943529152
102.534867906	574.08228737	100.852267213
351.329008506	265.995836002	64.0041639975
99.3259882828	330.974838035	99.3259882828
14.984361989	16.4098533985	14.984361989
173.393823411	745.184805369	52.4362018929
446.578724156	50.5598096767	49.4401903233
268.440154499	750.87837776	49.12162224
382.944874704	751.226216634	48.7737833655
81.364163676	79.4982470792	79.4982470792
763.086305691	760.870541464	36.9136943095
474.314216076	265.510538383	64.4894616173
8.00877029689	791.156139924	8.00877029689
671.821383443	127.09614045	127.09614045
783.429127286	15.7824466973	15.7824466973
12.6224510428	785.518709202	12.6224510428
778.073860298	379.317573366	21.9261397024
756.060513329	407.175526356	43.9394866707
513.088219451	366.577075631	13.0882194508
577.87406665	433.639421115	77.9590638904
717.543722166	435.072679956	82.456277834
771.68615986	211.16337857	28.3138401401
521.51683488	218.462196217	28.3518407232
545.170559861	189.896094304	45.1705598612
786.724347367	236.917114475	13.2756526331
789.658525752	356.282051685	10.3414742482
520.17923321	379.444682114	20.17923321
416.508674937	449.297818194	19.2978181938
424.443726463	587.720636642	12.2793633582
413.961092084	580.030316775	19.9696832246
16.1933226971	479.022981795	16.1933226971
10.3077596438	387.758498463	10.3077596438
189.28700411	381.88152343	10.7129958904
33.3930629199	500.249278882	33.3930629199
628.215196561	781.961746548	18.0382534521
736.798350708	789.639033977	10.3609660228
789.336707782	646.151898509	10.6632922175
389.493012984	317.489757557	12.5102424429
388.083450574	211.561764529	11.5617645292
370.987364031	10.509116949	10.509116949
365.878587787	86.623092493	13.376907507
785.196507252	526.790706964	14.8034927476
769.248965799	500.243840626	30.7510342011
521.363993968	668.894588207	21.3639939685
510.061553497	646.463475253	10.0615534966
310.722008024	786.726234018	13.2737659815
306.867087775	716.515151488	16.5151514882
96.5126758261	774.273472488	25.7265275117
122.612853852	771.550669736	28.4493302637
13.8594849131	622.940356163	13.8594849131
189.895781843	632.66227688	10.1042181569
292.765177551	443.902012646	13.9020126461
399.097490236	458.178076049	28.1780760493
262.205879582	555.018650261	44.9813497385
380.1337079	588.812369113	11.187630887
392.657590357	579.81223932	20.1877606803
260.146784596	480.991567884	50.9915678841
374.931534386	440.146276418	10.1462764176
514.138489669	154.134813302	14.138489669
553.717965621	12.4585110465	12.4585110465
182.658811584	118.899693558	17.3411884156
159.788940758	131.656309329	40.2110592415
221.579706955	589.204305026	10.7956949737
225.874666202	441.930271498	11.9302714985
275.82292961	316.927808454	13.0721915462
292.630640184	229.237451106	29.2374511056
286.679893947	307.136341045	22.8636589552
221.718146208	10.0140399058	10.0140399058
481.156185783	88.8242247251	11.1757752749
787.146166481	32.8046680532	12.8538335185
765.657758912	12.363730983	12.363730983
518.21822934	782.730893313	17.2691066874
295.064998047	87.0667147481	12.9332852519
359.013719297	11.0219906846	11.0219906846
299.170587074	10.9847322091	10.9847322091
290.248635917	19.7291222977	19.7291222977
608.463677603	786.302731081	13.6972689192
416.774496306	710.066563217	10.0665632173
414.223321834	789.677639547	10.322360453
29.2882834866	147.466782693	29.2882834866
11.8174588444	171.684972233	11.8174588444
13.6958515854	267.523005722	13.6958515854
187.086583075	164.946552183	12.9134169247
12.9411082698	526.698320635	12.9411082698
312.359043097	317.397479643	12.6025203566
10.7720986148	377.055599328	10.7720986148
12.5127248178	281.693145459	12.5127248178
475.883399873	10.1214789658	10.1214789658
788.450437876	178.849775297	11.5495621245
293.032499986	588.459234115	11.5407658845
316.696333272	211.768667106	11.7686671056
486.48913372	10.6996009142	10.6996009142
